x0,x1,x2,weight,indices
-2.0110676,-0.2432165,-5.0822597,0.04080325,0
-1.8377888,-0.21082279,-4.730104,0.021105127,1
-1.7905308,-0.2432165,-4.5182915,0.022512138,2
-1.5069832,-0.17842904,-3.8378158,0.09715281,3
-1.3500036,-0.149344,-3.382317,0.12525767,4
-0.99715334,-0.14934404,-2.5085971,0.20650588,5
1.9743488,2.7694035,-2.071738,0.04658876,6
-1.0028987,-0.14603528,-1.8533082,0.049329273,7
-0.7902382,-0.097444594,-1.8533082,0.08632624,8
-0.6484649,-0.097444594,-1.6348774,0.049329273,9
-0.041433226,-0.07006939,-1.6348774,0.1685417,10
-2.042573,-1.6037545,-1.4164478,0.108359754,11
-0.93201256,0.38846174,-1.4164478,0.65076834,12
-0.5066906,0.09691793,-1.4164478,1.7080641,13
-0.5775783,-0.04885402,-1.4164478,0.42843598,14
-0.29403016,-0.2432165,-1.4164478,0.10386328,15
-1.5048878,-0.74928254,-1.4164478,2.040751,16
-0.4688903,-0.07153333,-1.1315013,22.414677,17
0.13129129,0.14550866,-1.1315013,0.26444122,18
-0.010483037,-0.14603528,-1.1315013,1.5050644,19
-0.5775783,0.82577765,-1.1315013,0.27569404,20
-0.81555825,0.23831768,-1.1315013,1.1009007,21
-0.22314401,0.38846174,-1.1315013,0.2963242,22
0.48572454,0.97154963,-1.1315013,1.0071272,23
0.4148384,0.24268995,-1.1315013,0.15753944,24
-0.908383,-2.2840235,-1.1315013,0.08252067,25
-1.8535416,0.14550866,-0.8465548,0.24620403,26
-0.5775783,0.4370524,-0.8465548,0.13343883,27
-0.3649173,0.38846174,-0.8465548,0.078935646,28
-0.8925012,-0.027346537,-0.8465548,0.43790483,29
-0.6484649,0.09691793,-0.8465548,3.8105245,30
-0.17004915,0.23248261,-0.8465548,1.4170828,31
-0.6627328,-0.1629277,-0.8465548,2.6913295,32
-0.36642182,-0.057316344,-0.8465548,43.012413,33
-0.5775783,-0.43757915,-0.8465548,0.08457391,34
