x0,x1,x2,weight,indices
0.72095937,-0.60621357,-1.7635214,0.26803514,0
-0.09083078,-0.19823474,-1.7402259,0.0554548,1
0.39330915,-0.27455613,-1.7402259,0.04544792,2
-0.29622373,0.9099368,-1.691876,0.029603694,3
1.0926223,0.53089905,-1.6685804,0.021808632,4
1.9141934,-0.9220787,-1.6685804,0.041506752,5
-0.13484369,0.9573165,-1.6685804,0.022932438,6
0.5253474,-2.6909208,-1.6685804,0.24692999,7
0.011865688,-1.1273904,-1.6202313,0.01834595,8
1.0926223,0.53089905,-1.596935,0.021105127,9
1.1806479,0.56248593,-1.596935,0.026733162,10
1.2393317,0.56248593,-1.596935,0.12240974,11
1.0730613,0.4999044,-1.5485858,0.5037091,12
1.1317447,0.7204182,-1.5485858,0.6700878,13
1.3371376,4.1001706,-1.5252895,0.0816065,14
2.0315607,0.40455362,-1.5252895,1.4087673,15
0.9165715,0.5940719,-1.5252895,0.13647982,16
1.0632806,0.47851923,-1.5252895,0.8515919,17
1.1380932,0.26398373,-1.5252895,0.16462,18
0.9263523,0.4361396,-1.4769404,0.03095419,19
0.9678931,0.32824808,-1.4769404,0.036582224,20
1.0492487,0.45118415,-1.4769404,1.0644021,21
1.0900526,0.29649857,-1.4769404,0.30461735,22
1.1904285,0.6156891,-1.4769404,0.06753641,23
0.45199287,-0.4640747,-1.4769404,0.120916486,24
1.0377914,0.4891003,-1.4536448,2.135839,25
1.2393317,0.62565875,-1.4536448,0.059797857,26
1.0632806,0.14011788,-1.4536448,0.11185717,27
0.7111787,0.4361396,-1.4536448,0.02462265,28
1.0632807,-0.2587624,-1.4536448,0.0499488,29
-0.22286919,0.86255705,-1.4536448,0.022515483,30
0.12923281,-0.65359354,-1.4536448,0.09256365,31
1.0465797,0.23151013,-1.4052949,0.15054992,32
1.0334505,0.44719455,-1.4052949,2.1713662,33
1.0730613,0.025515605,-1.4052949,0.07316444,34
1.1024029,0.9415234,-1.4052949,0.026029656,35
1.2197704,0.6888316,-1.4052949,0.023919148,36
1.278454,0.1834479,-1.4052949,0.02814017,37
1.3371376,0.7520045,-1.4052949,0.062611885,38
-0.2522108,0.86255705,-1.4052949,0.02710197,39
-0.34023598,-0.65359354,-1.4052949,0.102570534,40
0.8970103,0.9099368,-1.3819994,0.028843677,41
1.1219642,1.0046962,-1.3819994,0.047134787,42
1.3637629,0.7596091,-1.3819994,0.10130462,43
1.0277222,0.42590144,-1.3819994,3.2340093,44
0.7698624,0.56248564,-1.3819994,0.05416983,45
1.151306,1.0994556,-1.3336502,0.31446642,46
1.0202025,0.41055286,-1.3336502,3.745808,47
1.0730613,0.08868846,-1.3336502,0.069646925,48
1.3958212,-0.006070973,-1.3336502,0.030250685,49
1.425163,0.9099368,-1.3336502,0.021105127,50
0.9850357,-0.82731926,-1.3336502,0.021105127,51
1.0730613,-0.85890585,-1.3336502,0.026733162,52
-0.2522108,0.86255705,-1.3336502,0.047949642,53
-1.1324651,0.9573165,-1.3336502,0.031798396,54
-0.692338,-1.6959473,-1.3336502,0.10693265,55
1.0339388,0.9099368,-1.3103539,0.035175215,56
1.3860406,0.9731096,-1.3103539,0.05276282,57
1.1806479,0.62565875,-1.3103539,0.04572778,58
1.1219642,0.49931306,-1.3103539,0.06190838,59
1.009956,0.38722712,-1.3103539,4.1010785,60
0.98799247,0.20132269,-1.3103539,0.063315384,61
1.4153824,-0.069243826,-1.3103539,0.025326155,62
0.27105153,0.21503447,-1.3103539,0.02462265,63
-0.35490727,-1.743327,-1.3103539,0.015758496,64
1.5620916,0.9099368,-1.2620047,0.1772831,65
0.9556941,0.15186131,-1.2620047,0.05628034,66
0.94033444,0.57753736,-1.2620047,0.22441785,67
0.9988809,0.3753946,-1.2620047,3.657519,68
1.0437193,0.16331416,-1.2620047,0.03447171,69
1.1024029,0.24662074,-1.2620047,0.030250685,70
1.1117557,0.38303512,-1.2620047,0.13014829,71
1.1187463,0.734411,-1.2620047,0.0977871,72
0.51556677,0.49931306,-1.2620047,0.03095419,73
0.6916177,0.6888316,-1.2620047,0.021105127,74
0.8970103,0.65724504,-1.2620047,0.051355813,75
