x0,x1,x2,weight,indices
0.08462338,0.65080833,-1.5764507,0.024436818,0
0.73369586,0.51721275,-1.5764507,1.4705728,1
-1.9541295,1.46574,-1.5764507,0.015825748,2
-0.04851965,1.1317517,-1.5516734,0.041506752,3
0.16566199,0.6585501,-1.5516734,0.10130461,4
-1.8293068,1.4256614,-1.5516734,0.02954718,5
0.13455196,1.1584706,-1.5002483,0.042210255,6
-1.7627361,1.4790996,-1.5002483,0.02814017,7
0.308187,0.7170091,-1.5002483,0.035878718,8
-1.6462355,1.5058187,-1.475471,0.021105127,9
0.27570298,0.6910542,-1.475471,0.9374195,10
0.1511949,0.75768435,-1.475471,0.37918887,11
0.33426648,-0.81874084,-1.475471,0.044320773,12
-1.4631641,1.5325377,-1.4240459,0.063315384,13
0.08462338,0.7576846,-1.4240459,0.30321035,14
0.23440936,0.8378417,-1.4240459,0.16180599,15
0.25620645,0.68919194,-1.4240459,1.050332,16
0.5339808,0.7309653,-1.4240459,0.041506756,17
0.14991066,0.29524127,-1.4240459,0.042210255,18
-0.015233753,0.7576846,-1.4240459,0.038692735,19
-1.3965929,1.5325377,-1.3992686,0.026029656,20
0.4498954,0.69211537,-1.3992686,0.21667932,21
0.27921954,0.6710325,-1.3992686,1.9589077,22
-0.14837706,0.81112266,-1.3992686,0.0330647,23
-1.2301639,0.22330321,-1.3992686,0.018762903,24
0.08462338,1.1317517,-1.3478442,0.06120487,25
-1.1635927,1.5325377,-1.3478442,0.027436666,26
0.25588912,0.84933656,-1.3478442,0.13929385,27
0.24670196,0.66525054,-1.3478442,1.9986557,28
0.73369503,0.75063807,-1.3478442,0.10060112,29
0.28433767,0.4370555,-1.3478442,0.07668197,30
0.65311426,0.56033516,-1.3478442,0.025326153,31
0.8335527,0.67752737,-1.3478442,0.057687353,32
0.8335527,0.57065105,-1.3478442,0.44144896,33
0.58390963,0.2767413,-1.3478442,0.03587872,34
-0.36473456,0.8912799,-1.3478442,0.057687353,35
-4.076096,3.5097492,-1.3478442,0.02814017,36
-0.5478059,1.2386279,-1.3230662,0.617325,37
-1.0470921,1.4769298,-1.3230662,0.033768207,38
0.60055256,0.73096555,-1.3230662,0.11678171,39
0.50069517,0.73096555,-1.3230662,0.05065231,40
0.20972896,0.65295804,-1.3230662,2.3609605,41
0.1511949,0.33017936,-1.3230662,0.35175213,42
-0.49787757,0.8912799,-1.3230662,0.048541795,43
0.17667088,0.64841825,-1.2716419,2.9402962,44
0.22833714,0.36014766,-1.2716419,0.11256069,45
-0.31480572,0.5973701,-1.2716419,0.021105127,46
-0.11509116,0.59736997,-1.2716419,0.09778709,47
-0.06516259,0.51721275,-1.2716419,0.037285727,48
0.1511949,-0.9523362,-1.2716419,0.063315384,49
-1.1303068,-0.09732599,-1.2716419,0.027518922,50
1.2829107,3.4830303,-1.2468638,0.17235856,51
-0.24823391,1.6661329,-1.2468638,0.030250685,52
0.10126606,1.1584706,-1.2468638,0.035175215,53
0.9999814,0.51721275,-1.2468638,0.027436666,54
0.3009806,0.8378417,-1.2468638,0.04572778,55
0.40083802,0.6240893,-1.2468638,0.07597846,56
0.16331233,0.6366185,-1.2468638,3.0859215,57
