x0,x1,x2,weight,indices
-0.47529393,0.8550808,-1.6453224,0.009076533,0
0.9699582,1.2724308,-1.6192032,0.0429462,1
-0.46442732,0.8171398,-1.6192032,0.041647453,2
-0.50789326,0.8171398,-1.5649928,0.011818872,3
1.2017778,0.058321692,-1.5388736,0.026029656,4
1.0568905,-0.16932382,-1.5388736,0.021264624,5
-0.5296264,0.8171398,-1.5388736,0.01491429,6
1.0493829,-0.18588038,-1.4846631,0.021681577,7
-0.5404931,0.7791989,-1.4846631,0.014632889,8
-0.56222624,0.7791989,-1.4585439,0.017446907,9
1.1728002,0.1089095,-1.4043343,0.08019949,10
-0.5730924,0.8171398,-1.4043343,0.011537471,11
-0.59482604,0.8171398,-1.3782142,0.014070085,12
0.9047586,-0.01756026,-1.3240047,0.026685016,13
-0.6382915,0.8171398,-1.3240047,0.018009711,14
0.5135626,0.74125797,-1.2978846,0.22432095,15
-0.6274254,0.7791989,-1.2978846,0.017728308,16
-0.67089176,0.7791989,-1.243675,0.014070085,17
1.0242907,-0.13138302,-1.2175558,0.19888678,18
-0.66002566,0.79425806,-1.2175558,0.036582224,19
0.5352961,-0.47285116,-1.2175558,0.033486806,20
0.9047586,-0.0934421,-1.1633453,0.02585111,21
1.0025578,-0.20726484,-1.1633453,0.028352832,22
0.93735814,-0.20726484,-1.1633453,0.016261183,23
-0.70349157,0.8171398,-1.1633453,0.022230737,24
0.7634935,-0.28314668,-1.1372261,0.046281826,25
1.08949,-0.9660828,-1.1372261,0.23015828,26
-0.3340286,1.0447853,-1.1372261,0.014632889,27
-0.7252243,0.8171398,-1.1372261,0.011256069,28
0.9699582,-0.0934421,-1.0830165,0.052953087,29
0.9047586,-0.39696944,-1.0830165,0.04503097,30
0.74176055,-1.1937286,-1.0830165,0.22432095,31
-0.7360909,0.7791989,-1.0830165,0.014351487,32
0.8938922,5.9391627,-1.0830165,0.014632889,33
-0.105830945,0.39978978,-1.0830165,0.010693264,34
0.91643846,-0.25690618,-1.0568964,0.4096567,35
-0.7578241,0.7791989,-1.0568964,0.012944479,36
0.6004952,-0.39696944,-1.0568964,0.015477095,37
0.93735814,-0.055501178,-1.0026869,0.05587176,38
1.0025578,-0.28314668,-1.0026869,0.06129215,39
0.80695987,-0.5107921,-1.0026869,0.3346051,40
0.8961634,-0.23088977,-1.0026869,1.050514,41
-0.7686907,0.8171398,-1.0026869,0.022793539,42
0.57876223,-0.92814213,-1.0026869,0.013788684,43
0.902572,-0.04539877,-0.9765668,0.31598547,44
0.79609305,-0.7763785,-0.9765668,0.024725,45
0.8948093,-0.2638742,-0.9765668,1.5999546,46
0.9916914,-0.16932382,-0.9765668,0.0904935,47
1.3502873,-1.2696104,-0.9765668,0.020768998,48
-0.79042345,0.8171398,-0.9765668,0.046055824,49
0.7308937,-0.6246147,-0.9765668,0.026031554,50
0.7561909,-0.34223327,-0.91381675,0.044504996,51
0.5461624,0.09626249,-0.91381675,0.090988,52
0.8395592,-0.58686435,-0.91381675,0.1340095,53
0.7743599,-0.70049655,-0.91381675,0.032637,54
0.87095433,-0.27693385,-0.91381675,7.9226313,55
-1.0512214,0.8930217,-0.91381675,0.026031554,56
0.6004952,5.9012227,-0.91381675,0.013015777,57
0.44836327,0.2100853,-0.91381675,0.05706918,58
