x0,x1,x2,weight,indices
0.7798823,1.5202689,-2.7742255,0.01584423,0
0.77988243,1.4704107,-2.655274,0.03794276,1
-0.43460616,1.4123689,-2.456049,0.017512042,2
-0.41366667,1.2505189,-2.1794686,0.016678136,3
-0.41366667,1.1426189,-2.060517,0.02084767,4
-0.43460616,1.0886695,-1.9802438,0.07088208,5
-0.43460616,1.0886695,-1.8612922,0.02710197,6
0.25639606,-0.79958034,-1.7296941,0.038379855,7
-0.008837118,1.9338855,-1.6910169,0.07342233,8
-0.41366667,0.9268188,-1.6910169,0.01978,9
0.34015378,-2.7417815,-1.6910169,0.06407767,10
-0.37178776,0.9268188,-1.5980971,0.0192855,11
0.8845797,0.8189194,-1.4665,0.145383,12
-0.43460613,0.71132034,-1.3349019,0.0400545,13
-0.41366667,0.71101874,-1.2962247,0.065615095,14
1.4080663,1.628169,-1.2962247,0.08570133,15
-0.38441777,0.55971414,-1.0299551,9.687682,16
-0.64323336,0.6528258,-1.0299551,0.30577227,17
-0.120514244,0.9268188,-1.0299551,0.11591368,18
0.8845797,0.71101874,-1.0299551,0.21184222,19
-0.5602429,0.33336863,-1.0299551,0.29766342,20
-0.120514244,0.49521866,-1.0299551,0.055222627,21
0.947398,0.5491687,-1.0299551,0.053875733,22
0.000999606,0.79583573,-0.78462076,0.5123612,23
-0.15818855,0.18996578,-0.78462076,0.18908569,24
1.0859587,0.553509,-0.78462076,1.2729692,25
1.1968939,0.23573966,-0.78462076,0.76597404,26
0.9304061,0.25347131,-0.78462076,0.36037776,27
0.99778646,0.09652192,-0.78462076,0.072623655,28
0.67137283,0.3768549,-0.78462076,0.07947494,29
0.7801773,0.09652192,-0.78462076,0.22472227,30
2.8474648,-2.0526931,-0.78462076,0.08632624,31
-0.97656006,0.4917219,-0.78462076,1.0331743,32
-0.56174624,-0.121514,-0.78462076,0.07536417,33
-0.38040525,-0.40184698,-0.78462076,0.0876965,34
-0.344137,0.06537442,-0.78462076,0.06851288,35
-0.4014726,0.46171683,-0.78462076,24.486866,36
0.018545058,-0.18381105,-0.78462076,0.20690893,37
-2.3026202,-0.86906767,-0.78462076,0.1493581,38
-0.28178367,0.7416209,-0.5392863,0.453399,39
-0.62306124,0.6031194,-0.5392863,0.09555944,40
-0.65789104,0.89690566,-0.5392863,0.2866783,41
1.1496251,0.6991906,-0.5392863,0.64539135,42
-0.8115164,0.22546928,-0.5392863,0.10413959,43
-0.39443815,0.3364889,-0.5392863,28.125109,44
0.005122523,0.27941862,-0.5392863,0.0876965,45
0.91698635,0.011308663,-0.5392863,0.41518807,46
0.7589429,0.49521866,-0.5392863,0.16991197,47
1.0041507,0.44685423,-0.5392863,1.5703154,48
1.7012187,-0.31403157,-0.5392863,0.053440053,49
-0.49742454,-3.0654817,-0.5392863,0.5686569,50
1.3604685,0.8440756,-0.29395193,0.43916675,51
-0.6705509,1.0932597,-0.29395193,0.33344144,52
1.6868824,0.0030773724,-0.29395193,0.6385401,53
0.707641,0.65718716,-0.29395193,0.18909556,54
0.16361779,0.3768549,-0.29395193,0.13976629,55
0.14218381,0.18996578,-0.29395193,0.23157352,56
-0.25159556,0.6152852,-0.29395193,0.17950377,57
-0.14914267,0.13169861,-0.29395193,0.22883305,58
1.3414794,0.60826033,-0.29395193,0.11921242,59
1.4692733,0.0030773724,-0.29395193,0.28638387,60
1.5418098,-0.18381105,-0.29395193,0.17402273,61
1.1003613,0.37410432,-0.29395193,0.28912437,62
1.2153958,0.09652192,-0.29395193,0.10550985,63
0.99778646,0.09652192,-0.29395193,0.09865855,64
0.85271376,0.28340966,-0.29395193,0.06303185,65
0.99778646,-0.09036581,-0.29395193,0.20279813,66
0.88898194,-0.18381105,-0.29395193,0.07810468,67
0.8164455,-0.37069947,-0.29395193,0.17265248,68
-0.85189193,-0.121514,-0.29395193,0.054810308,69
-0.5696568,-0.5887354,-0.29395193,0.494663,70
-0.9890725,0.34570602,-0.29395193,0.10550984,71
-0.9969648,0.6260383,-0.29395193,0.08495598,72
-0.41012967,0.16984305,-0.29395193,18.973272,73
0.091081426,-0.18381105,-0.29395193,0.5275492,74
0.19988611,-0.65103173,-0.29395193,0.08632623,75
-0.10688489,-0.13989517,-0.29395193,1.9348038,76
-0.19906427,-0.37069947,-0.29395193,0.09180726,77
-0.8045366,4.415586,-0.048616353,0.3622316,78
-0.5602429,0.8728688,-0.048616353,0.20738432,79
-0.68587965,0.76496875,-0.048616353,0.10572533,80
0.8217614,0.76496875,-0.048616353,0.052069794,81
-0.74869806,0.063619226,-0.048616353,0.089066744,82
-0.8743348,0.27941862,-0.048616353,0.06029134,83
-0.8743348,0.063619226,-0.048616353,0.08632624,84
-1.0627899,-0.4219309,-0.048616353,0.23431407,85
-0.43460616,-0.745631,-0.048616353,1.0653753,86
-0.37178776,-0.4758816,-0.048616353,0.17813349,87
-0.49742454,-0.26008153,-0.048616353,0.2521274,88
0.067940876,-0.52983093,-0.048616353,0.054810308,89
-0.120514244,-0.3679809,-0.048616353,0.2754218,90
0.005122523,-0.3679809,-0.048616353,0.16991197,91
-0.3904826,-0.0018409768,-0.048616353,12.095592,92
-0.13970317,0.0778582,-0.048616353,0.32201058,93
0.067940876,0.009669214,-0.048616353,0.07673442,94
0.067940876,0.22546928,-0.048616353,0.2110197,95
