x0,x1,x2,weight,indices
-0.9594303,1.6670542,-2.2879515,0.008611069,0
0.05142814,0.30003172,-2.2879515,0.009309265,1
-1.0075665,1.622957,-2.25528,0.0166027,2
0.075496174,0.27798325,-2.25528,0.079636686,3
-0.9594303,1.622957,-2.187471,0.014632889,4
0.09335567,0.26873702,-2.187471,0.035456616,5
-0.9353623,1.6009082,-2.1547995,0.01322588,6
0.075496174,0.2338863,-2.1547995,0.01491429,7
-0.9594303,1.5788592,-2.08699,0.012663078,8
0.1236325,0.18978825,-2.08699,0.009567658,9
-0.9353623,1.5568107,-2.054319,0.010974667,10
0.075496174,0.18978825,-2.054319,0.010974667,11
0.1236325,0.1456913,-1.9865105,0.013507281,12
0.075496174,0.1456913,-1.9538382,0.012663078,13
0.1236325,0.101593256,-1.88603,0.012100273,14
-0.9353623,1.512713,-1.8533576,0.015427276,15
0.14770053,0.07954423,-1.8533576,0.010411863,16
0.1236325,0.057495758,-1.7855493,0.019698119,17
1.0141507,1.358372,-1.752878,0.050370906,18
-0.068912014,0.851251,-1.752878,0.1294448,19
0.14770053,0.03544673,-1.752878,0.011256069,20
0.1236325,0.013398258,-1.6850687,0.013788684,21
-0.9353623,1.424518,-1.6523974,0.01584423,22
0.14770053,-0.0086507695,-1.6523974,0.018009711,23
0.2680407,0.58666575,-1.5845891,0.031798396,24
0.19583659,-0.05274771,-1.5845891,0.011818872,25
-0.9353623,1.424518,-1.5519167,0.03168846,26
0.14770053,-0.05274771,-1.5519167,0.01322588,27
0.19583659,-0.09684521,-1.4841084,0.014351487,28
-0.9353623,1.3804207,-1.451436,0.018296499,29
0.21990475,-0.118894234,-1.451436,0.014016991,30
-0.88722616,1.3363229,-1.372945,0.034120496,31
-0.5984095,0.89534825,-1.372945,0.014684468,32
-1.0802768,0.6015192,-1.372945,1.9957525,33
-0.3095926,0.2338863,-1.372945,0.08476943,34
0.1236325,-0.20708923,-1.372945,0.017020632,35
0.19583659,-0.14094271,-1.372945,0.019690534,36
0.7012659,-0.03069924,-1.372945,0.038379855,37
-0.9353623,1.3363229,-1.3402736,0.076152995,38
-0.5743413,0.91739696,-1.3402736,0.016686894,39
0.43651715,0.017909791,-1.3402736,0.059739083,40
0.21990488,-0.16299173,-1.3402736,0.8111499,41
-0.6706137,0.8732998,-1.2617825,0.020024272,42
0.7734701,0.5205195,-1.2617825,0.019690534,43
0.41244927,-0.25118616,-1.2617825,0.023695387,44
0.23807727,-0.18530232,-1.2617825,2.2235286,45
0.4846535,-0.09684521,-1.2617825,0.14951457,46
-0.9353623,1.2922257,-1.2291112,0.025714,47
-0.71874964,0.8732998,-1.2291112,0.02836772,48
-1.6574041,-0.20708923,-1.2291112,0.60156256,49
0.5087211,-0.25118616,-1.2291112,0.073422335,50
0.23662134,-0.19814241,-1.2291112,1.6341475,51
0.055861548,-0.25718245,-1.2291112,0.09611651,52
-0.7428177,0.89534825,-1.1506201,0.020691749,53
-0.88722605,1.2110198,-1.1506201,0.19791053,54
0.2680407,-0.38347924,-1.1506201,0.012014564,55
